STATION,NAME,DATE,DAPR,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,PPT_Inches
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/29/2012,,,,0,,,54,29,36,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/30/2012,,,,0.92,,,51,34,37,0.92
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/31/2012,,,,0.04,0,0,40,34,35,0.04
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/1/2012,,,,0,,,42,34,41,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/2/2012,,,,0,,,60,40,41,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/3/2012,,,,0,,,60,41,45,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/4/2012,,,,0,,,59,30,42,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/5/2012,,,,0,,,61,31,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/6/2012,,,,0,,,51,29,34,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/7/2012,,,,0,,,57,34,42,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/8/2012,,,,0.07,,,62,34,43,0.07
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/9/2012,,,,0,,,59,33,47,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/10/2012,,,,0,,,52,27,30,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/11/2012,,,,0,,,43,27,32,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/12/2012,,,,0,,,55,27,39,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/13/2012,,,,0,,,61,38,41,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/14/2012,,,,0.03,,,60,41,50,0.03
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/15/2012,,,,0.81,,,76,50,58,0.81
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/16/2012,,,,0.3,,,74,52,52,0.3
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/17/2012,,,,0.03,,,52,27,35,0.03
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/18/2012,,,,0.06,,,57,35,45,0.06
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/19/2012,,,,0.06,,,57,35,45,0.06
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/20/2012,,,,1.31,,,51,34,37,1.31
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/21/2012,,,,0,,,53,27,44,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/22/2012,,,,0,,,55,34,40,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/23/2012,,,,0,,,56,29,39,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/24/2012,,,,0,,,60,31,42,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/25/2012,,,,0.02,,,66,42,44,0.02
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/26/2012,,,,0.06,,,50,43,45,0.06
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/27/2012,,,,0,,,54,27,37,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/28/2012,,,,0,,,56,37,40,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/29/2012,,,,0.06,,,48,33,48,0.06
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/30/2012,,,,0.55,,,58,41,43,0.55
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/1/2012,,,,0,,,52,39,49,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/2/2012,,,,0.52,,,68,49,59,0.52
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/3/2012,,,,1.52,,,82,59,65,1.52
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/4/2012,,,,0.82,,,79,56,57,0.82
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/5/2012,,,,0.32,,,63,47,48,0.32
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/6/2012,,,,0.35,,,63,48,50,0.35
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/7/2012,,,,0.64,,,60,47,48,0.64
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/8/2012,,,,0,,,70,47,55,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/9/2012,,,,0.02,,,65,46,49,0.02
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/10/2012,,,,0,,,64,35,52,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/11/2012,,,,0,,,70,35,57,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/12/2012,,,,0,,,79,51,53,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/13/2012,,,,0,,,68,37,54,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/14/2012,,,,0,,,74,44,63,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/15/2012,,,,0,,,81,59,68,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/16/2012,,,,0,,,81,38,48,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/17/2012,,,,0,,,69,43,55,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/18/2012,,,,0,,,72,52,65,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/19/2012,,,,0,,,86,58,70,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/20/2012,,,,0,,,89,68,72,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/21/2012,,,,0,,,87,44,54,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/22/2012,,,,0,,,73,41,57,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/23/2012,,,,0,,,76,51,60,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/24/2012,,,,0,,,80,60,68,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/25/2012,,,,0.34,,,90,53,59,0.34
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/26/2012,,,,0.24,,,75,57,59,0.24
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/27/2012,,,,0.85,,,71,56,65,0.85
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/28/2012,,,,0,,,90,65,73,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/29/2012,,,,0.42,,,84,56,62,0.42
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/30/2012,,,,0,,,68,50,52,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/31/2012,,,,0,,,62,47,50,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/1/2012,,,,0,,,60,38,53,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/2/2012,,,,0,,,69,48,60,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/3/2012,,,,0,,,74,47,61,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/4/2012,,,,0,,,79,57,61,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/5/2012,,,,0,,,78,53,60,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/6/2012,,,,0,,,71,45,63,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/7/2012,,,,0,,,75,49,68,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/8/2012,,,,0,,,81,57,68,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/9/2012,,,,0.1,,,85,64,72,0.1
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/10/2012,,,,0,,,90,64,75,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/11/2012,,,,0.12,,,89,66,67,0.12
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/12/2012,,,,0,,,86,50,55,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/13/2012,,,,0,,,69,46,56,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/14/2012,,,,0,,,76,54,65,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/15/2012,,,,0,,,80,61,71,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/16/2012,,,,0,,,91,70,76,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/17/2012,,,,0.15,,,82,59,70,0.15
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/18/2012,,,,0.56,,,82,64,71,0.56
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/19/2012,,,,0,,,90,71,75,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/20/2012,,,,0,,,92,73,80,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/21/2012,,,,0.92,,,92,62,64,0.92
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/22/2012,,,,0,,,77,55,65,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/23/2012,,,,0,,,80,56,71,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/24/2012,,,,0,,,80,62,72,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/25/2012,,,,0,,,83,49,66,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/26/2012,,,,0,,,75,50,66,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/27/2012,,,,0,,,81,50,77,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/28/2012,,,,0,,,81,50,77,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/29/2012,,,,0,,,90,58,70,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",6/30/2012,,,,0,,,89,60,71,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/1/2012,,,,0,,,92,63,70,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/2/2012,,,,0,,,92,70,77,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/3/2012,,,,0,,,98,67,68,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/4/2012,,,,0,,,100,68,80,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/5/2012,,,,0,,,102,74,83,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/6/2012,,,,0,,,101,70,79,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/7/2012,,,,0,,,101,66,74,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/8/2012,,,,0,,,85,58,74,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/9/2012,,,,0,,,88,60,74,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/10/2012,,,,0,,,87,56,71,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/11/2012,,,,0,,,86,58,73,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/12/2012,,,,0,,,90,63,73,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/13/2012,,,,0,,,90,65,78,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/14/2012,,,,0,,,91,66,76,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/15/2012,,,,0.07,,,91,64,73,0.07
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/16/2012,,,,0,,,93,67,77,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/17/2012,,,,0,,,98,72,81,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/18/2012,,,,0,,,98,67,68,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/19/2012,,,,0.17,,,81,64,65,0.17
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/20/2012,,,,0,,,70,53,65,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/21/2012,,,,0,,,92,65,68,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/22/2012,,,,0,,,89,68,72,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/23/2012,,,,0,,,92,63,79,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/24/2012,,,,0.08,,,97,70,71,0.08
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/25/2012,,,,0.06,,,82,64,71,0.06
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/26/2012,,,,0.06,,,82,64,71,0.06
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/27/2012,,,,0.15,,,87,61,65,0.15
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/28/2012,,,,0,,,83,59,64,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/29/2012,,,,0,,,86,63,68,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/30/2012,,,,0,,,79,61,70,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",7/31/2012,,,,0,,,95,60,71,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/1/2012,,,,0,,,95,60,71,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/2/2012,,,,0,,,94,61,71,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/3/2012,,,,0.03,,,87,63,69,0.03
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/4/2012,,,,0.05,,,90,62,68,0.05
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/5/2012,,,,0,,,87,58,65,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/6/2012,,,,0,,,76,49,59,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/7/2012,,,,0,,,85,59,71,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/8/2012,,,,0,,,89,60,66,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/9/2012,,,,0.68,,,78,58,60,0.68
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/10/2012,,,,0.4,,,67,54,59,0.4
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/11/2012,,,,0,,,75,47,56,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/12/2012,,,,0,,,78,51,55,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/13/2012,,,,0,,,74,55,60,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/14/2012,,,,0,,,81,54,64,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/15/2012,,,,0,,,80,54,69,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/16/2012,,,,1.07,,,85,64,65,1.07
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/17/2012,,,,0,,,71,49,54,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/18/2012,,,,0,,,71,43,52,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/19/2012,,,,0,,,76,52,62,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/20/2012,,,,0,,,76,46,60,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/21/2012,,,,0,,,75,47,59,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/22/2012,,,,0,,,80,50,63,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/23/2012,,,,0,,,86,63,70,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/24/2012,,,,0,,,90,65,65,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/25/2012,,,,0,,,90,63,72,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/26/2012,,,,0.66,,,91,65,71,0.66
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/27/2012,,,,0.04,,,77,56,63,0.04
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/28/2012,,,,0,,,82,55,67,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/29/2012,,,,0,,,81,62,67,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/30/2012,,,,0,,,86,67,73,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/31/2012,,,,0,,,91,65,72,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/1/2012,,,,0,,,85,60,63,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/2/2012,,,,0,,,81,59,63,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/3/2012,,,,0,,,86,60,65,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/4/2012,,,,0,,,88,62,67,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/5/2012,,,,0,,,91,60,65,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/6/2012,,,,0,,,81,50,59,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/7/2012,,,,0.07,,,80,57,58,0.07
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/8/2012,,,,0.2,,,64,45,54,0.2
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/9/2012,,,,0.08,,,70,46,56,0.08
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/10/2012,,,,0,,,70,45,56,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/11/2012,,,,0,,,77,56,63,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/12/2012,,,,0,,,86,60,73,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/13/2012,,,,0.1,,,80,50,51,0.1
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/14/2012,,,,0,,,65,43,53,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/15/2012,,,,0,,,72,40,52,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/16/2012,,,,0,,,79,51,60,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/17/2012,,,,0,,,78,55,58,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/18/2012,,,,0.18,,,64,37,41,0.18
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/19/2012,,,,0.05,,,55,32,44,0.05
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/20/2012,,,,0.02,,,74,43,46,0.02
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/21/2012,,,,0,,,62,38,44,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/22/2012,,,,0.35,,,62,37,44,0.35
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/23/2012,,,,0,,,56,33,41,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/24/2012,,,,0,,,56,29,41,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/25/2012,,,,0,,,72,38,42,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/26/2012,,,,0,,,70,36,39,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/27/2012,,,,0,,,62,33,41,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/28/2012,,,,0,,,63,34,43,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/29/2012,,,,0,,,71,40,48,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/30/2012,,,,0,,,76,41,49,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/1/2012,,,,0,,,76,40,51,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/2/2012,,,,0,,,69,45,48,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/3/2012,,,,0,,,71,40,45,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/4/2012,,,,0,,,66,35,40,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/5/2012,,,,0,,,52,35,38,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/6/2012,,,,0,,,44,33,38,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/7/2012,,,,0,,,51,33,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/8/2012,,,,0,,,52,33,36,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/9/2012,,,,0.05,,,61,36,45,0.05
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/10/2012,,,,0.34,,,48,32,34,0.34
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/11/2012,,,,0,,,48,33,48,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/12/2012,,,,0,,,53,22,30,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/13/2012,,,,1.8,,,50,27,40,1.8
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/14/2012,,,,1.08,,,58,40,43,1.08
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/15/2012,,,,0.9,,,47,36,37,0.9
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/16/2012,,,,0,,,56,37,45,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/17/2012,,,,0,,,67,45,48,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/18/2012,,,,0.68,,,67,45,45,0.68
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/19/2012,,,,0.14,,,51,41,41,0.14
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/20/2012,,,,0.02,,,48,39,42,0.02
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/21/2012,,,,0,,,53,34,48,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/22/2012,,,,0,,,62,47,51,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/23/2012,,,,0,,,58,49,50,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/24/2012,,,,0,,,62,50,60,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/25/2012,,,,0,,,72,60,65,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/26/2012,,,,0.52,,,62,31,34,0.52
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/27/2012,,,,0,,,43,31,32,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/28/2012,,,,0,,,43,26,31,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/29/2012,,,,0,,,46,23,27,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/30/2012,,,,0,,,48,27,34,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/31/2012,,,,0,,,46,27,28,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/1/2012,,,,0,,,46,28,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/2/2012,,,,0,,,48,23,28,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/3/2012,,,,0,,,42,23,27,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/4/2012,,,,0,,,42,27,29,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/5/2012,,,,0,,,45,23,29,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/6/2012,,,,0,,,43,26,33,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/7/2012,,,,0,,,36,32,33,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/8/2012,,,,0,,,38,33,36,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/9/2012,,,,0,,,50,32,39,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/10/2012,,,,0,,,46,37,41,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/11/2012,,,,0.15,,,66,41,43,0.15
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/12/2012,,,,1.28,,,62,23,25,1.28
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/13/2012,,,,0,,,26,19,26,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/14/2012,,,,0,,,38,24,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/15/2012,,,,0,,,47,33,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/16/2012,,,,0,,,54,29,31,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/17/2012,,,,0,,,41,24,34,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/18/2012,,,,0,,,52,34,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/19/2012,,,,0,,,55,35,42,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/20/2012,,,,0,,,48,35,37,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/21/2012,,,,0,,,56,28,36,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/22/2012,,,,0,,,57,30,36,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/23/2012,,,,0,,,61,36,36,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/24/2012,,,,0,,,36,23,29,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/25/2012,,,,0,,,29,20,24,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/26/2012,,,,0,,,36,24,25,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/27/2012,,,,0,,,25,9,14,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/28/2012,,,,0,,,31,14,20,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/29/2012,,,,0,,,35,20,29,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/30/2012,,,,0,,,44,28,28,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/1/2012,,,,0,0,0,34,28,34,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/2/2012,,,,0,0,0,48,34,37,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/3/2012,,,,0.04,0,0,49,37,38,0.04
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/4/2012,,,,0.15,0,0,59,38,39,0.15
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/5/2012,,,,0,0,0,45,19,19,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/6/2012,,,,0,0,0,36,19,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/7/2012,,,,0,0,0,36,19,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/8/2012,,,,0,0,0,35,28,29,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/9/2012,,,,0,0,0,37,25,29,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/10/2012,,,,0.18,3,3,32,16,20,0.18
